erp_contract_id,crm_customer_id,erp_vehicle_id,start_dt,end_dt,monthly_payment,branch,contract_type,km_limit,maintenance_included,insurance_included,payment_method,contract_status,erp_last_updated
ERP_LSE015152,CRM_CUS119018,ERP_VH004053,2023-10-13,2026-09-27,6602,Rustenburg,Maintenance Only,2000,Y,N,Direct Debit,Active,2024-12-08 23:47
ERP_LSE015153,CRM_CUS116275,ERP_VH051333,2023-11-11,2024-11-05,18521,Nelspruit,Maintenance Only,3000,Y,Y,Direct Debit,Active,2024-01-13 07:20
ERP_LSE015154,CRM_CUS076261,ERP_VH034451,2023-08-14,2025-08-03,5029,Cape Town,Full Maintenance,3000,Y,Y,Bank Transfer,Active,2025-04-20 02:10
ERP_LSE015155,CRM_CUS063271,ERP_VH027485,2022-08-17,2026-07-27,15391,Cape Town,Full Maintenance,2000,Y,Y,Direct Debit,Active,2022-11-23 22:55
ERP_LSE015156,CRM_CUS056158,ERP_VH009145,2023-11-04,2027-10-14,11330,Polokwane,Maintenance Only,2000,N,Y,Direct Debit,Active,2024-04-15 22:04
ERP_LSE015157,CRM_CUS092377,ERP_VH041366,2022-08-19,2025-08-03,21851,Bloemfontein,Maintenance Only,2000,Y,N,Direct Debit,Active,2023-09-06 04:00
ERP_LSE015158,CRM_CUS124966,ERP_VH007592,2024-04-08,2028-03-18,6734,Johannesburg,Maintenance Only,3000,N,N,Bank Transfer,Active,2025-04-14 13:30
ERP_LSE015159,CRM_CUS070598,ERP_VH038460,2023-12-16,2025-12-05,5972,Johannesburg,Full Maintenance,2500,Y,Y,Bank Transfer,Active,2024-12-30 17:11
ERP_LSE015160,CRM_CUS009016,ERP_VH048454,2024-08-28,2025-08-23,6292,Johannesburg,Maintenance Only,2500,Y,Y,Direct Debit,Active,2024-11-21 22:16
ERP_LSE015161,CRM_CUS033179,ERP_VH028587,2024-04-02,2027-03-18,15663,Polokwane,Full Maintenance,2500,Y,Y,Direct Debit,Active,2025-07-02 22:41
ERP_LSE015162,CRM_CUS030060,ERP_VH054201,2024-05-12,2028-04-21,20198,Kimberley,Maintenance Only,2500,Y,N,Credit Card,Active,2025-04-11 00:32
ERP_LSE015163,CRM_CUS116514,ERP_VH023853,2023-09-15,2027-08-25,8842,Nelspruit,Maintenance Only,2500,N,Y,Direct Debit,Active,2024-05-10 09:46
ERP_LSE015164,CRM_CUS126031,ERP_VH013162,2025-01-12,2027-01-02,6492,Bloemfontein,Maintenance Only,2500,Y,Y,Direct Debit,Active,2025-05-29 07:24
ERP_LSE015165,CRM_CUS025914,ERP_VH003175,2022-12-07,2025-11-21,6746,Rustenburg,Full Maintenance,4000,Y,Y,Credit Card,Active,2024-12-24 18:46
ERP_LSE015166,CRM_CUS027859,ERP_VH006365,2024-01-15,2026-12-30,21257,Durban,Maintenance Only,2500,Y,N,Direct Debit,Active,2025-03-12 23:13
ERP_LSE015167,CRM_CUS022931,ERP_VH057010,2024-02-04,2026-01-24,18888,Kimberley,Non-Maintained,2500,N,N,Direct Debit,Active,2024-03-24 02:33
ERP_LSE015168,CRM_CUS125233,ERP_VH035763,2025-02-12,2026-02-07,20575,Pretoria,Maintenance Only,2500,Y,Y,Credit Card,Active,2025-06-02 21:59
ERP_LSE015169,CRM_CUS068028,ERP_VH032576,2022-09-05,2025-08-20,6980,Bloemfontein,Full Maintenance,3500,Y,Y,Direct Debit,Completed,2022-11-23 16:43
ERP_LSE015170,CRM_CUS100045,ERP_VH010302,2023-04-19,2025-04-08,22379,Polokwane,Maintenance Only,3500,Y,Y,Direct Debit,Active,2024-03-13 07:40
ERP_LSE015171,CRM_CUS131712,ERP_VH018584,2025-04-02,2026-03-28,16903,Pretoria,Full Maintenance,3500,Y,Y,Direct Debit,Active,2025-06-07 13:26
ERP_LSE015172,CRM_CUS002540,ERP_VH059292,2023-02-20,2027-01-30,19465,Rustenburg,Full Maintenance,2500,Y,Y,Credit Card,Active,2023-12-03 08:54
ERP_LSE015173,CRM_CUS138343,ERP_VH014121,2024-08-27,2026-08-17,7664,Nelspruit,Full Maintenance,3500,Y,Y,Credit Card,Active,2024-09-18 03:46
ERP_LSE015174,CRM_CUS114273,ERP_VH003011,2022-12-18,2024-12-07,6157,Rustenburg,Full Maintenance,4000,Y,N,Credit Card,Terminated,2023-01-27 06:16
ERP_LSE015175,CRM_CUS031001,ERP_VH056386,2022-08-21,2024-08-10,15721,Pretoria,Maintenance Only,3000,Y,N,Direct Debit,Completed,2024-11-18 21:16
ERP_LSE015176,CRM_CUS020697,ERP_VH002447,2024-10-31,2026-10-21,22680,Rustenburg,Full Maintenance,2000,Y,N,Credit Card,Active,2025-03-20 02:34
ERP_LSE015177,CRM_CUS089031,ERP_VH016663,2024-11-05,2027-10-21,8501,Cape Town,Maintenance Only,4000,Y,Y,Direct Debit,Active,2024-12-25 12:50
ERP_LSE015178,CRM_CUS044271,ERP_VH012607,2023-01-04,2025-12-19,19205,Nelspruit,Full Maintenance,3000,Y,Y,Credit Card,Active,2023-04-27 12:39
ERP_LSE015179,CRM_CUS089469,ERP_VH022038,2025-07-03,2027-06-23,17623,Polokwane,Full Maintenance,2000,Y,Y,Direct Debit,Terminated,2025-07-04 09:46
ERP_LSE015180,CRM_CUS134928,ERP_VH039080,2022-08-16,2026-07-26,20186,Durban,Full Maintenance,2000,Y,N,Credit Card,Active,2025-04-19 02:45
ERP_LSE015181,CRM_CUS139325,ERP_VH033506,2024-10-22,2027-10-07,12300,Pretoria,Non-Maintained,3000,N,N,Credit Card,Active,2025-04-06 23:34
ERP_LSE015182,CRM_CUS009500,ERP_VH056721,2024-03-17,2028-02-25,19727,Pretoria,Full Maintenance,3000,Y,Y,Direct Debit,Active,2024-07-06 11:31
ERP_LSE015183,CRM_CUS008962,ERP_VH048689,2024-11-14,2028-10-24,9310,Kimberley,Full Maintenance,3500,Y,Y,Bank Transfer,Active,2025-01-21 07:09
ERP_LSE015184,CRM_CUS050840,ERP_VH047551,2024-01-30,2026-01-19,7850,Rustenburg,Full Maintenance,2000,Y,Y,Bank Transfer,Active,2024-03-13 03:47
ERP_LSE015185,CRM_CUS030177,ERP_VH000695,2024-07-20,2028-06-29,22094,Pretoria,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-03-02 16:36
ERP_LSE015186,CRM_CUS124801,ERP_VH001938,2022-12-26,2023-12-21,5499,Durban,Full Maintenance,4000,Y,Y,Bank Transfer,Completed,2024-11-16 23:44
ERP_LSE015187,CRM_CUS103656,ERP_VH002496,2024-03-08,2027-02-21,10224,Nelspruit,Maintenance Only,2500,N,N,Credit Card,Active,2024-04-02 07:02
ERP_LSE015188,CRM_CUS095748,ERP_VH032069,2024-05-13,2028-04-22,14324,Kimberley,Full Maintenance,3500,Y,N,Direct Debit,Terminated,2025-03-03 03:09
ERP_LSE015189,CRM_CUS069763,ERP_VH014062,2025-02-07,2028-01-23,16619,Pretoria,Full Maintenance,4000,Y,Y,Credit Card,Active,2025-02-10 10:28
ERP_LSE015190,CRM_CUS038563,ERP_VH009417,2025-04-26,2027-04-16,11823,Nelspruit,Full Maintenance,4000,N,Y,Credit Card,Active,2025-05-07 23:50
ERP_LSE015191,CRM_CUS141963,ERP_VH021918,2022-11-29,2026-11-08,6737,Bloemfontein,Full Maintenance,2500,Y,N,Direct Debit,Active,2025-05-10 01:09
ERP_LSE015192,CRM_CUS127083,ERP_VH046061,2024-10-19,2026-10-09,18429,Polokwane,Full Maintenance,2000,Y,Y,Credit Card,Active,2025-01-13 03:35
ERP_LSE015193,CRM_CUS131371,ERP_VH019557,2022-10-27,2025-10-11,20855,Kimberley,Maintenance Only,3500,Y,Y,Direct Debit,Active,2023-01-06 04:24
ERP_LSE015194,CRM_CUS045052,ERP_VH046860,2023-12-17,2027-11-26,7203,Nelspruit,Full Maintenance,3000,Y,Y,Direct Debit,Active,2024-05-10 10:20
ERP_LSE015195,CRM_CUS034980,ERP_VH021390,2022-09-23,2023-09-18,23457,Polokwane,Full Maintenance,3000,Y,Y,Direct Debit,Completed,2025-05-25 11:44
ERP_LSE015196,CRM_CUS149207,ERP_VH057541,2022-11-27,2026-11-06,6880,Pretoria,Non-Maintained,4000,Y,N,Credit Card,Completed,2023-03-01 22:16
ERP_LSE015197,CRM_CUS008261,ERP_VH003226,2024-05-01,2026-04-21,16887,Nelspruit,Full Maintenance,3500,Y,N,Direct Debit,Active,2025-06-17 15:34
ERP_LSE015198,CRM_CUS014896,ERP_VH030458,2022-09-28,2024-09-17,12756,Port Elizabeth,Full Maintenance,3500,N,Y,Direct Debit,Completed,2024-08-18 03:48
ERP_LSE015199,CRM_CUS121978,ERP_VH003872,2023-06-11,2027-05-21,17569,Port Elizabeth,Full Maintenance,2000,N,Y,Bank Transfer,Active,2024-03-19 21:56
ERP_LSE015200,CRM_CUS068901,ERP_VH007328,2023-11-15,2026-10-30,22429,Polokwane,Full Maintenance,2000,N,Y,Credit Card,Active,2025-01-28 10:45
ERP_LSE015201,CRM_CUS016263,ERP_VH034016,2023-05-16,2027-04-25,16012,Durban,Full Maintenance,3000,N,N,Direct Debit,Active,2025-02-21 22:08
ERP_LSE015202,CRM_CUS115593,ERP_VH049423,2024-01-08,2027-12-18,7172,Port Elizabeth,Full Maintenance,2500,N,Y,Direct Debit,Active,2024-05-06 15:49
ERP_LSE015203,CRM_CUS090241,ERP_VH003739,2023-09-10,2027-08-20,13842,Durban,Full Maintenance,4000,Y,Y,Bank Transfer,Active,2023-10-06 08:40
ERP_LSE015204,CRM_CUS119122,ERP_VH002407,2022-10-04,2024-09-23,20546,Rustenburg,Maintenance Only,3500,Y,N,Direct Debit,Active,2023-11-20 20:28
ERP_LSE015205,CRM_CUS097924,ERP_VH032885,2024-11-23,2027-11-08,11344,Kimberley,Maintenance Only,2000,Y,Y,Direct Debit,Active,2025-04-08 13:35
ERP_LSE015206,CRM_CUS056852,ERP_VH010695,2023-05-18,2027-04-27,21645,Rustenburg,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-01-23 01:29
ERP_LSE015207,CRM_CUS070667,ERP_VH007012,2025-01-18,2027-01-08,15447,Rustenburg,Full Maintenance,2000,N,Y,Bank Transfer,Active,2025-03-04 16:24
ERP_LSE015208,CRM_CUS135207,ERP_VH021659,2025-05-26,2029-05-05,6601,Port Elizabeth,Maintenance Only,3000,N,N,Direct Debit,Active,2025-07-02 04:40
ERP_LSE015209,CRM_CUS116996,ERP_VH041359,2023-03-16,2024-03-10,15655,Kimberley,Full Maintenance,4000,Y,Y,Bank Transfer,Terminated,2023-07-23 19:12
ERP_LSE015210,CRM_CUS055237,ERP_VH035606,2023-01-19,2026-01-03,11461,Kimberley,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-03-19 13:02
ERP_LSE015211,CRM_CUS012288,ERP_VH058016,2023-07-16,2025-07-05,10757,Bloemfontein,Full Maintenance,2000,Y,Y,Credit Card,Active,2024-07-20 03:07
ERP_LSE015212,CRM_CUS090095,ERP_VH037474,2023-04-27,2027-04-06,24627,Pretoria,Maintenance Only,2000,Y,N,Direct Debit,Active,2024-11-20 03:05
ERP_LSE015213,CRM_CUS074372,ERP_VH009648,2022-12-04,2026-11-13,7283,Bloemfontein,Full Maintenance,3500,Y,N,Direct Debit,Completed,2023-06-16 03:20
ERP_LSE015214,CRM_CUS121881,ERP_VH025679,2023-01-03,2025-12-18,16950,Port Elizabeth,Maintenance Only,2500,Y,Y,Direct Debit,Terminated,2024-11-09 01:56
ERP_LSE015215,CRM_CUS080954,ERP_VH016157,2023-06-21,2025-06-10,16944,Durban,Full Maintenance,4000,N,N,Direct Debit,Completed,2024-01-27 12:38
ERP_LSE015216,CRM_CUS013954,ERP_VH058981,2024-06-16,2027-06-01,15546,Johannesburg,Maintenance Only,3000,Y,Y,Bank Transfer,Active,2024-10-02 17:33
ERP_LSE015217,CRM_CUS074446,ERP_VH042093,2022-07-21,2024-07-10,16555,Polokwane,Full Maintenance,3000,Y,Y,Credit Card,Active,2022-12-16 08:21
ERP_LSE015218,CRM_CUS092438,ERP_VH003534,2022-11-16,2025-10-31,8984,Kimberley,Full Maintenance,4000,N,N,Credit Card,Active,2023-11-09 10:53
ERP_LSE015219,CRM_CUS120249,ERP_VH046408,2023-01-01,2024-12-21,23506,Durban,Maintenance Only,4000,Y,Y,Direct Debit,Terminated,2023-10-21 10:05
ERP_LSE015220,CRM_CUS013875,ERP_VH014361,2025-05-22,2026-05-17,10740,Pretoria,Full Maintenance,3500,Y,Y,Credit Card,Active,2025-06-27 06:43
ERP_LSE015221,CRM_CUS004490,ERP_VH054883,2023-05-26,2024-05-20,15886,Bloemfontein,Non-Maintained,2000,Y,Y,Direct Debit,Active,2025-04-11 06:28
ERP_LSE015222,CRM_CUS073150,ERP_VH039141,2023-04-08,2026-03-23,9244,Johannesburg,Maintenance Only,2000,Y,Y,Credit Card,Active,2023-07-31 19:13
ERP_LSE015223,CRM_CUS136614,ERP_VH052609,2025-06-27,2027-06-17,8005,Kimberley,Full Maintenance,3500,Y,Y,Direct Debit,Active,2025-07-01 23:37
ERP_LSE015224,CRM_CUS098580,ERP_VH024365,2024-02-02,2028-01-12,9437,Kimberley,Full Maintenance,4000,Y,N,Direct Debit,Active,2024-06-23 22:21
ERP_LSE015225,CRM_CUS133415,ERP_VH045057,2024-06-15,2025-06-10,10276,Durban,Maintenance Only,2500,N,Y,Direct Debit,Active,2024-10-23 18:29
ERP_LSE015226,CRM_CUS080824,ERP_VH055729,2024-01-26,2026-01-15,12392,Port Elizabeth,Full Maintenance,2000,Y,Y,Credit Card,Active,2024-03-13 06:53
ERP_LSE015227,CRM_CUS097688,ERP_VH005184,2023-03-06,2024-02-29,10857,Pretoria,Full Maintenance,2500,Y,N,Direct Debit,Active,2023-12-13 18:20
ERP_LSE015228,CRM_CUS112560,ERP_VH026633,2022-08-07,2025-07-22,9207,Bloemfontein,Full Maintenance,3000,Y,Y,Credit Card,Completed,2024-03-19 09:29
ERP_LSE015229,CRM_CUS117414,ERP_VH018651,2024-10-09,2028-09-18,9587,Bloemfontein,Full Maintenance,3500,Y,Y,Credit Card,Active,2025-02-03 00:40
ERP_LSE015230,CRM_CUS026359,ERP_VH032554,2025-03-07,2027-02-25,10539,Cape Town,Maintenance Only,3000,Y,Y,Credit Card,Terminated,2025-03-17 20:45
ERP_LSE015231,CRM_CUS041136,ERP_VH049770,2024-01-26,2026-01-15,15251,Port Elizabeth,Maintenance Only,2500,Y,Y,Direct Debit,Active,2024-03-24 06:41
ERP_LSE015232,CRM_CUS003801,ERP_VH029917,2022-10-20,2026-09-29,12921,Cape Town,Full Maintenance,3000,N,N,Direct Debit,Active,2022-11-28 11:41
ERP_LSE015233,CRM_CUS016506,ERP_VH008376,2024-05-16,2027-05-01,9151,Bloemfontein,Full Maintenance,2000,N,N,Direct Debit,Active,2024-12-01 03:15
ERP_LSE015234,CRM_CUS147346,ERP_VH011466,2023-12-01,2024-11-25,23108,Polokwane,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-03-25 07:50
ERP_LSE015235,CRM_CUS087802,ERP_VH053020,2024-04-02,2025-03-28,21254,Durban,Maintenance Only,4000,Y,Y,Direct Debit,Active,2024-06-25 01:51
ERP_LSE015236,CRM_CUS033364,ERP_VH002279,2024-04-30,2027-04-15,7724,Durban,Full Maintenance,3500,Y,Y,Direct Debit,Active,2024-06-14 00:48
ERP_LSE015237,CRM_CUS127762,ERP_VH044020,2024-03-29,2025-03-24,22846,Port Elizabeth,Maintenance Only,2000,Y,Y,Credit Card,Active,2025-06-25 16:38
ERP_LSE015238,CRM_CUS092897,ERP_VH024178,2023-07-21,2025-07-10,23750,Durban,Maintenance Only,2500,Y,Y,Direct Debit,Active,2025-06-26 08:51
ERP_LSE015239,CRM_CUS092505,ERP_VH014230,2023-11-07,2027-10-17,15641,Kimberley,Full Maintenance,3500,Y,Y,Credit Card,Active,2023-11-12 06:09
ERP_LSE015240,CRM_CUS124389,ERP_VH025771,2024-05-27,2026-05-17,9248,Bloemfontein,Full Maintenance,3500,N,Y,Direct Debit,Active,2024-06-07 10:39
ERP_LSE015241,CRM_CUS078200,ERP_VH016442,2023-12-04,2024-11-28,24868,Johannesburg,Full Maintenance,3500,N,N,Direct Debit,Active,2024-07-10 18:38
ERP_LSE015242,CRM_CUS137008,ERP_VH007110,2023-08-16,2024-08-10,11971,Port Elizabeth,Full Maintenance,3500,N,Y,Credit Card,Active,2024-11-18 06:29
ERP_LSE015243,CRM_CUS115542,ERP_VH044892,2024-07-12,2026-07-02,13917,Nelspruit,Non-Maintained,3500,Y,N,Direct Debit,Active,2024-08-25 00:26
ERP_LSE015244,CRM_CUS005021,ERP_VH053411,2023-07-18,2025-07-07,15147,Pretoria,Full Maintenance,2500,Y,Y,Credit Card,Active,2025-06-09 17:10
ERP_LSE015245,CRM_CUS002420,ERP_VH008254,2023-09-19,2027-08-29,18562,Kimberley,Full Maintenance,3500,Y,Y,Direct Debit,Active,2024-02-20 18:54
ERP_LSE015246,CRM_CUS119059,ERP_VH013439,2025-01-12,2027-12-28,15518,Kimberley,Full Maintenance,4000,Y,Y,Credit Card,Completed,2025-01-24 05:20
ERP_LSE015247,CRM_CUS009522,ERP_VH032844,2023-07-18,2027-06-27,18669,Cape Town,Full Maintenance,3000,N,Y,Direct Debit,Active,2024-01-13 08:13
ERP_LSE015248,CRM_CUS017598,ERP_VH043352,2023-10-20,2026-10-04,24739,Pretoria,Full Maintenance,2000,N,Y,Direct Debit,Active,2025-05-11 01:44
ERP_LSE015249,CRM_CUS102541,ERP_VH015558,2023-11-05,2025-10-25,13069,Johannesburg,Full Maintenance,2500,Y,Y,Direct Debit,Active,2025-01-04 22:54
ERP_LSE015250,CRM_CUS108345,ERP_VH057784,2025-02-08,2027-01-29,18062,Cape Town,Non-Maintained,2000,Y,Y,Direct Debit,Active,2025-05-31 08:40
ERP_LSE015251,CRM_CUS035342,ERP_VH037109,2024-09-11,2026-09-01,12932,Port Elizabeth,Full Maintenance,2500,Y,Y,Direct Debit,Active,2024-11-17 23:09
ERP_LSE015252,CRM_CUS096804,ERP_VH038135,2023-02-25,2024-02-20,19000,Nelspruit,Full Maintenance,3500,Y,Y,Direct Debit,Active,2024-08-16 22:07
ERP_LSE015253,CRM_CUS030511,ERP_VH021644,2025-06-20,2028-06-04,10040,Kimberley,Full Maintenance,4000,Y,Y,Credit Card,Terminated,2025-06-23 16:44
ERP_LSE015254,CRM_CUS061169,ERP_VH056135,2025-05-14,2026-05-09,11467,Johannesburg,Maintenance Only,2000,Y,Y,Direct Debit,Active,2025-06-22 12:06
ERP_LSE015255,CRM_CUS132703,ERP_VH027762,2024-05-20,2028-04-29,20039,Kimberley,Full Maintenance,4000,Y,Y,Direct Debit,Terminated,2024-06-06 13:19
ERP_LSE015256,CRM_CUS141160,ERP_VH057977,2025-06-21,2026-06-16,8216,Kimberley,Full Maintenance,2500,Y,N,Direct Debit,Active,2025-06-26 06:21
ERP_LSE015257,CRM_CUS143829,ERP_VH001383,2023-10-04,2026-09-18,11269,Kimberley,Full Maintenance,2000,Y,N,Direct Debit,Active,2024-03-06 19:56
ERP_LSE015258,CRM_CUS127228,ERP_VH020119,2022-09-07,2023-09-02,18404,Johannesburg,Full Maintenance,2000,Y,Y,Credit Card,Active,2022-09-30 17:03
ERP_LSE015259,CRM_CUS100532,ERP_VH043322,2023-05-28,2027-05-07,13564,Rustenburg,Non-Maintained,2000,Y,N,Direct Debit,Active,2023-08-18 01:42
ERP_LSE015260,CRM_CUS083833,ERP_VH058023,2022-08-14,2023-08-09,20455,Nelspruit,Full Maintenance,2500,Y,Y,Bank Transfer,Active,2023-01-21 01:04
ERP_LSE015261,CRM_CUS029783,ERP_VH050177,2023-03-15,2024-03-09,24392,Johannesburg,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-01-09 18:45
ERP_LSE015262,CRM_CUS096763,ERP_VH027575,2022-09-14,2024-09-03,14167,Rustenburg,Full Maintenance,3000,Y,N,Bank Transfer,Active,2024-06-27 08:23
ERP_LSE015263,CRM_CUS120748,ERP_VH001307,2023-08-26,2024-08-20,20745,Nelspruit,Full Maintenance,2500,Y,Y,Direct Debit,Active,2025-06-28 04:14
ERP_LSE015264,CRM_CUS119299,ERP_VH010185,2023-05-26,2026-05-10,12678,Port Elizabeth,Full Maintenance,3500,Y,Y,Direct Debit,Completed,2024-11-09 14:13
ERP_LSE015265,CRM_CUS103544,ERP_VH008504,2025-03-09,2028-02-22,15200,Bloemfontein,Full Maintenance,2500,Y,N,Direct Debit,Active,2025-04-08 06:15
ERP_LSE015266,CRM_CUS027270,ERP_VH023256,2025-06-25,2028-06-09,14221,Kimberley,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-06-30 19:47
ERP_LSE015267,CRM_CUS075960,ERP_VH054200,2024-10-19,2028-09-28,11213,Nelspruit,Full Maintenance,2500,N,Y,Direct Debit,Active,2025-04-26 22:48
ERP_LSE015268,CRM_CUS140767,ERP_VH002156,2024-01-02,2027-12-12,12115,Durban,Non-Maintained,2500,Y,Y,Direct Debit,Active,2024-01-12 11:09
ERP_LSE015269,CRM_CUS001562,ERP_VH030133,2023-04-05,2025-03-25,5022,Kimberley,Full Maintenance,4000,Y,Y,Direct Debit,Active,2024-06-08 18:09
ERP_LSE015270,CRM_CUS001462,ERP_VH024713,2024-12-01,2025-11-26,19253,Polokwane,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-01-30 18:05
ERP_LSE015271,CRM_CUS058454,ERP_VH013277,2023-01-05,2023-12-31,9437,Rustenburg,Full Maintenance,3500,Y,Y,Credit Card,Completed,2025-06-18 09:39
ERP_LSE015272,CRM_CUS124105,ERP_VH059442,2025-03-22,2027-03-12,22727,Johannesburg,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-05-02 01:38
ERP_LSE015273,CRM_CUS058041,ERP_VH040949,2025-06-17,2026-06-12,8276,Durban,Full Maintenance,2500,N,N,Bank Transfer,Completed,2025-06-21 10:20
ERP_LSE015274,CRM_CUS083879,ERP_VH033988,2024-06-19,2027-06-04,11728,Port Elizabeth,Full Maintenance,3000,Y,Y,Direct Debit,Active,2024-10-03 13:47
ERP_LSE015275,CRM_CUS013505,ERP_VH021714,2024-08-31,2026-08-21,15234,Johannesburg,Maintenance Only,2500,Y,N,Direct Debit,Active,2025-06-29 08:19
ERP_LSE015276,CRM_CUS138632,ERP_VH055989,2023-12-04,2026-11-18,7293,Johannesburg,Maintenance Only,3000,Y,Y,Direct Debit,Active,2024-04-13 19:45
ERP_LSE015277,CRM_CUS075582,ERP_VH029220,2024-11-13,2026-11-03,12785,Rustenburg,Maintenance Only,2500,Y,Y,Credit Card,Completed,2024-11-28 07:46
ERP_LSE015278,CRM_CUS073153,ERP_VH004313,2025-05-09,2027-04-29,21052,Bloemfontein,Non-Maintained,2000,Y,Y,Direct Debit,Active,2025-05-17 19:57
ERP_LSE015279,CRM_CUS056901,ERP_VH048232,2022-09-03,2025-08-18,5222,Durban,Full Maintenance,2000,Y,Y,Direct Debit,Active,2022-10-07 14:18
ERP_LSE015280,CRM_CUS044531,ERP_VH006802,2024-01-30,2028-01-09,18021,Cape Town,Non-Maintained,2000,Y,Y,Direct Debit,Active,2024-01-31 21:37
ERP_LSE015281,CRM_CUS148871,ERP_VH046127,2023-08-22,2026-08-06,18699,Johannesburg,Non-Maintained,3500,Y,Y,Direct Debit,Active,2025-04-06 17:25
ERP_LSE015282,CRM_CUS148873,ERP_VH003452,2022-08-05,2024-07-25,7945,Polokwane,Full Maintenance,4000,N,Y,Credit Card,Active,2024-07-04 17:57
ERP_LSE015283,CRM_CUS106515,ERP_VH027392,2023-02-28,2026-02-12,17983,Durban,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-09-03 14:59
ERP_LSE015284,CRM_CUS027768,ERP_VH032796,2024-07-08,2026-06-28,16853,Bloemfontein,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-11-06 03:06
ERP_LSE015285,CRM_CUS105754,ERP_VH003292,2022-07-14,2024-07-03,23077,Port Elizabeth,Full Maintenance,3500,N,Y,Bank Transfer,Active,2024-04-18 20:41
ERP_LSE015286,CRM_CUS051610,ERP_VH054988,2024-06-30,2025-06-25,16400,Durban,Full Maintenance,2500,Y,Y,Direct Debit,Completed,2025-02-05 21:10
ERP_LSE015287,CRM_CUS058057,ERP_VH044068,2023-01-12,2025-12-27,16470,Port Elizabeth,Full Maintenance,3500,N,Y,Direct Debit,Active,2024-09-01 16:49
ERP_LSE015288,CRM_CUS117297,ERP_VH052487,2022-07-24,2025-07-08,23016,Bloemfontein,Maintenance Only,2000,Y,Y,Direct Debit,Active,2022-09-23 04:38
ERP_LSE015289,CRM_CUS078336,ERP_VH037797,2023-08-28,2027-08-07,15003,Polokwane,Full Maintenance,3000,Y,N,Direct Debit,Active,2025-01-11 13:50
ERP_LSE015290,CRM_CUS129804,ERP_VH022521,2023-09-22,2024-09-16,15215,Cape Town,Full Maintenance,3000,Y,Y,Credit Card,Active,2023-12-29 10:13
ERP_LSE015291,CRM_CUS081065,ERP_VH024213,2024-02-18,2028-01-28,8752,Port Elizabeth,Full Maintenance,3000,Y,Y,Direct Debit,Active,2025-03-09 13:15
ERP_LSE015292,CRM_CUS115000,ERP_VH000312,2024-08-18,2027-08-03,20428,Rustenburg,Maintenance Only,2000,Y,N,Direct Debit,Active,2025-02-13 00:40
ERP_LSE015293,CRM_CUS047852,ERP_VH029631,2025-04-10,2028-03-25,5450,Kimberley,Maintenance Only,3000,Y,Y,Credit Card,Active,2025-07-01 19:34
ERP_LSE015294,CRM_CUS018725,ERP_VH034262,2025-01-13,2027-01-03,16779,Johannesburg,Full Maintenance,2000,Y,Y,Direct Debit,Active,2025-03-06 22:28
ERP_LSE015295,CRM_CUS108351,ERP_VH043369,2024-12-15,2025-12-10,12930,Johannesburg,Full Maintenance,2500,N,N,Direct Debit,Active,2024-12-19 07:35
ERP_LSE015296,CRM_CUS047557,ERP_VH048634,2022-09-25,2025-09-09,13359,Johannesburg,Full Maintenance,2500,Y,N,Credit Card,Completed,2024-10-15 02:57
ERP_LSE015297,CRM_CUS123796,ERP_VH031558,2024-08-15,2026-08-05,16011,Johannesburg,Full Maintenance,3000,N,N,Direct Debit,Completed,2025-02-17 20:29
ERP_LSE015298,CRM_CUS024127,ERP_VH000004,2024-10-06,2026-09-26,16962,Polokwane,Full Maintenance,2000,N,Y,Direct Debit,Active,2025-05-07 22:16
ERP_LSE015299,CRM_CUS069405,ERP_VH026482,2024-08-20,2026-08-10,21799,Nelspruit,Full Maintenance,4000,N,Y,Direct Debit,Active,2024-10-30 16:29
ERP_LSE015300,CRM_CUS035887,ERP_VH041843,2023-02-02,2025-01-22,17548,Cape Town,Full Maintenance,3500,Y,N,Bank Transfer,Active,2025-03-27 13:26
ERP_LSE015301,CRM_CUS060924,ERP_VH022537,2025-03-03,2027-02-21,15477,Port Elizabeth,Full Maintenance,3000,Y,Y,Direct Debit,Active,2025-05-05 09:05
ERP_LSE015302,CRM_CUS104510,ERP_VH050122,2025-04-07,2026-04-02,24207,Port Elizabeth,Full Maintenance,2000,Y,N,Bank Transfer,Active,2025-06-13 17:11
ERP_LSE015303,CRM_CUS110201,ERP_VH046042,2025-02-21,2028-02-06,21324,Pretoria,Full Maintenance,3000,Y,N,Direct Debit,Active,2025-05-23 09:08
ERP_LSE015304,CRM_CUS120878,ERP_VH001318,2024-03-04,2026-02-22,23756,Johannesburg,Maintenance Only,2000,Y,N,Direct Debit,Active,2024-04-28 21:56
ERP_LSE015305,CRM_CUS056695,ERP_VH010118,2024-11-24,2027-11-09,21316,Cape Town,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-03-12 02:44
